DateTime,AvgTemp
14-08-2021,29.2
15-08-2021,29.5
16-08-2021,29
17-08-2021,29.4
18-08-2021,29
19-08-2021,28.9
20-08-2021,29
21-08-2021,29.2
22-08-2021,29.1
23-08-2021,28.1
24-08-2021,28.1
25-08-2021,28.7
26-08-2021,28.3
27-08-2021,28.1
28-08-2021,29.4
29-08-2021,29.1
30-08-2021,29.4
31-08-2021,29.2
01-09-2021,29.2
02-09-2021,28.5
03-09-2021,28.5
04-09-2021,28.4
05-09-2021,28.5
06-09-2021,28.9
07-09-2021,28.8
08-09-2021,29
09-09-2021,28.4
10-09-2021,29.6
11-09-2021,28.8
12-09-2021,28.3
13-09-2021,28.6
14-09-2021,28.4
15-09-2021,28.4
16-09-2021,29.3
17-09-2021,28.9
18-09-2021,29.5
19-09-2021,28.8
20-09-2021,29
21-09-2021,28.4
22-09-2021,28.8
23-09-2021,29.2
24-09-2021,28.8
25-09-2021,29.2
26-09-2021,29.8
27-09-2021,29.7
28-09-2021,29
29-09-2021,29.2
30-09-2021,29.7
01-10-2021,29.6
02-10-2021,29.2
03-10-2021,29.1
04-10-2021,29.6
05-10-2021,28.7
06-10-2021,28.6
07-10-2021,28.8
08-10-2021,29.4
09-10-2021,29.4
10-10-2021,29.6
11-10-2021,29.6
12-10-2021,30.7
13-10-2021,29.7
14-10-2021,30
15-10-2021,30.5
16-10-2021,30.8
17-10-2021,30.2
18-10-2021,28.1
19-10-2021,29.5
20-10-2021,30.3
21-10-2021,31.2
22-10-2021,30.8
23-10-2021,30.6
24-10-2021,31.1
25-10-2021,30.9
26-10-2021,30.1
27-10-2021,28.8
28-10-2021,29.5
29-10-2021,31.1
30-10-2021,30.4
31-10-2021,29
01-11-2021,28.1
02-11-2021,29.5
03-11-2021,29.9
04-11-2021,29.4
05-11-2021,28.2
06-11-2021,29
07-11-2021,29.6
08-11-2021,30.2
09-11-2021,29.2
10-11-2021,28.8
11-11-2021,28.4
12-11-2021,28.2
13-11-2021,28.5
14-11-2021,27.2
15-11-2021,26
16-11-2021,26.3
17-11-2021,27.7
18-11-2021,29.4
19-11-2021,28.7
20-11-2021,26.1
21-11-2021,28.2
22-11-2021,30.1
23-11-2021,28.5
24-11-2021,28.4
25-11-2021,27.5
26-11-2021,28.4
27-11-2021,28.1
28-11-2021,26.8
29-11-2021,27.5
30-11-2021,28.3
01-12-2021,28.2
02-12-2021,28.6
03-12-2021,28.1
04-12-2021,28.7
05-12-2021,28.2
06-12-2021,27.9
07-12-2021,29.3
08-12-2021,29.5
09-12-2021,28.1
10-12-2021,29.2
11-12-2021,29.2
12-12-2021,28.4
13-12-2021,29.6
14-12-2021,28.8
15-12-2021,28.4
16-12-2021,28
17-12-2021,28.8
18-12-2021,29.8
19-12-2021,29.3
20-12-2021,28.8
21-12-2021,26.5
22-12-2021,28.5
23-12-2021,30.2
24-12-2021,29.2
25-12-2021,29.6
26-12-2021,29
27-12-2021,29.1
28-12-2021,28.5
29-12-2021,28.9
30-12-2021,27.9
31-12-2021,27.7
01-01-2022,28.5
02-01-2022,27.9
03-01-2022,28.5
04-01-2022,29
05-01-2022,28.2
06-01-2022,28.6
07-01-2022,28
08-01-2022,28.2
09-01-2022,28.1
10-01-2022,29.2
11-01-2022,27.5
12-01-2022,25.9
13-01-2022,27.9
14-01-2022,28.6
15-01-2022,27.9
16-01-2022,28.2
17-01-2022,28.2
18-01-2022,27.8
19-01-2022,26.6
20-01-2022,27.2
21-01-2022,28.2
22-01-2022,28.2
23-01-2022,29.3
24-01-2022,30.2
25-01-2022,29.5
26-01-2022,28.7
27-01-2022,28.6
28-01-2022,28.2
29-01-2022,28.5
30-01-2022,28.4
31-01-2022,28.8
01-02-2022,28.6
02-02-2022,28.9
03-02-2022,29.2
04-02-2022,27.9
05-02-2022,28.3
06-02-2022,28
07-02-2022,26.7
08-02-2022,28.1
09-02-2022,27.9
10-02-2022,27.4
11-02-2022,27.9
12-02-2022,28.4
13-02-2022,27.9
14-02-2022,27.8
15-02-2022,28.9
16-02-2022,28.5
17-02-2022,28.5
18-02-2022,27.4
19-02-2022,29
20-02-2022,27.3
21-02-2022,27.6
22-02-2022,28.2
23-02-2022,28
24-02-2022,27.2
25-02-2022,28.3
26-02-2022,28.3
27-02-2022,26.7
28-02-2022,27
01-03-2022,27.5
02-03-2022,28.9
03-03-2022,28.6
04-03-2022,28.7
05-03-2022,28.4
06-03-2022,27.8
07-03-2022,27.9
08-03-2022,27.8
09-03-2022,28.5
10-03-2022,28.7
11-03-2022,28
12-03-2022,28.9
13-03-2022,29.3
14-03-2022,28.7
15-03-2022,29.8
16-03-2022,28.1
17-03-2022,29.7
18-03-2022,30.2
19-03-2022,28.9
20-03-2022,28.2
21-03-2022,28.6
22-03-2022,26.6
23-03-2022,26.7
24-03-2022,29.5
25-03-2022,29.6
26-03-2022,28.7
27-03-2022,27.9
28-03-2022,29
29-03-2022,29.9
30-03-2022,28.8
31-03-2022,28.9
01-04-2022,28.5
02-04-2022,29.3
03-04-2022,28.8
04-04-2022,28.6
05-04-2022,29.3
06-04-2022,29.6
07-04-2022,29.3
08-04-2022,30.2
09-04-2022,29.6
10-04-2022,29.7
11-04-2022,29.4
12-04-2022,29.2
13-04-2022,29.6
14-04-2022,29.9
15-04-2022,30
16-04-2022,30.2
17-04-2022,29.7
18-04-2022,29
